index,label
2998,31
2999,23
3000,33
3001,53
3002,40
3003,54
3004,90
3005,0
3006,16
3007,17
3008,77
3009,63
3010,57
3011,16
3012,50
3013,96
3014,62
3015,78
3016,16
3017,89
3018,21
3019,34
3020,89
3021,60
3022,54
3023,64
3024,38
3025,21
3026,48
3027,74
3028,0
3029,20
3030,79
3031,71
3032,80
3033,21
3034,68
3035,40
3036,15
3037,70
3038,4
3039,63
3040,35
3041,81
3042,86
3043,89
3044,48
3045,21
3046,85
3047,27
3048,75
3049,3
3050,51
3051,43
3052,39
3053,53
3054,12
3055,41
3056,53
3057,13
3058,95
3059,53
3060,59
3061,55
3062,4
3063,95
3064,3
3065,30
3066,0
3067,95
3068,78
3069,81
3070,97
3071,73
3072,85
3073,33
3074,40
3075,75
3076,59
3077,64
3078,90
3079,79
3080,67
3081,40
3082,75
3083,40
3084,81
3085,8
3086,63
3087,91
3088,33
3089,82
3090,34
3091,15
3092,20
3093,61
3094,74
3095,80
3096,85
3097,33
3098,54
3099,85
3100,85
3101,24
3102,35
3103,24
3104,56
3105,7
3106,31
3107,82
3108,12
3109,7
3110,60
3111,47
3112,44
3113,52
3114,31
3115,53
3116,89
3117,60
3118,31
3119,16
3120,49
3121,3
3122,83
3123,57
3124,70
3125,43
3126,34
3127,85
3128,82
3129,63
3130,67
3131,89
3132,70
3133,84
3134,60
3135,43
3136,70
3137,68
3138,48
3139,95
3140,18
3141,57
3142,73
3143,52
3144,11
3145,85
3146,54
3147,30
3148,3
3149,94
3150,59
3151,0
3152,71
3153,15
3154,52
3155,27
3156,21
3157,40
3158,12
3159,71
3160,2
3161,82
3162,36
3163,76
3164,52
3165,31
3166,38
3167,76
3168,85
3169,4
3170,91
3171,35
3172,63
3173,59
3174,70
3175,85
3176,4
3177,89
3178,4
3179,42
3180,34
3181,41
3182,18
3183,76
3184,24
3185,63
3186,5
3187,43
3188,53
3189,24
3190,35
3191,53
3192,43
3193,59
3194,85
3195,96
3196,24
3197,85
3198,94
3199,96
3200,85
3201,85
3202,74
3203,80
3204,68
3205,73
3206,62
3207,3
3208,77
3209,8
3210,8
3211,45
3212,64
3213,73
3214,70
3215,12
3216,24
3217,54
3218,52
3219,75
3220,33
3221,73
3222,55
3223,59
3224,98
3225,64
3226,25
3227,54
3228,69
3229,64
3230,90
3231,85
3232,57
3233,53
3234,38
3235,83
3236,85
3237,31
3238,24
3239,49
3240,48
3241,29
3242,37
3243,8
3244,41
3245,62
3246,68
3247,80
3248,3
3249,63
3250,89
3251,85
3252,71
3253,94
3254,33
3255,3
3256,48
3257,61
3258,63
3259,66
3260,53
3261,78
3262,64
3263,74
3264,78
3265,50
3266,96
3267,52
3268,35
3269,23
3270,35
3271,48
3272,30
3273,36
3274,68
3275,44
3276,85
3277,95
3278,66
3279,40
3280,3
3281,83
3282,63
3283,36
3284,85
3285,71
3286,0
3287,77
3288,87
3289,71
3290,60
3291,56
3292,57
3293,24
3294,66
3295,30
3296,69
3297,20
3298,71
3299,62
3300,73
3301,52
3302,76
3303,52
3304,87
3305,81
3306,29
3307,70
3308,83
3309,6
3310,30
3311,82
3312,91
3313,98
3314,79
3315,11
3316,23
3317,24
3318,79
3319,89
3320,24
3321,31
3322,64
3323,68
3324,33
3325,67
3326,14
3327,96
3328,51
3329,79
3330,90
3331,48
3332,94
3333,31
3334,66
3335,42
3336,97
3337,51
3338,66
3339,68
3340,77
3341,7
3342,79
3343,15
3344,43
3345,52
3346,4
3347,13
3348,4
3349,91
3350,85
3351,52
3352,18
3353,57
3354,37
3355,62
3356,85
3357,68
3358,53
3359,86
3360,57
3361,98
3362,43
3363,76
3364,41
3365,94
3366,89
3367,53
3368,8
3369,26
3370,39
3371,48
3372,21
3373,39
3374,85
3375,62
3376,78
3377,66
3378,53
3379,78
3380,24
3381,33
3382,63
3383,67
3384,8
3385,5
3386,82
3387,42
3388,71
3389,35
3390,43
3391,6
3392,49
3393,3
3394,4
3395,94
3396,33
3397,11
3398,85
3399,20
3400,54
3401,48
3402,82
3403,33
3404,4
3405,88
3406,62
3407,81
3408,30
3409,20
3410,68
3411,7
3412,85
3413,53
3414,23
3415,64
3416,96
3417,24
3418,91
3419,67
3420,62
3421,53
3422,89
3423,89
3424,71
3425,36
3426,8
3427,44
3428,21
3429,57
3430,56
3431,28
3432,53
3433,74
3434,8
3435,57
3436,60
3437,20
3438,94
3439,71
3440,56
3441,33
3442,85
3443,56
3444,53
3445,74
3446,24
3447,75
3448,23
3449,62
3450,71
3451,57
3452,41
3453,56
3454,3
3455,49
3456,48
3457,33
3458,23
3459,20
3460,57
3461,48
3462,32
3463,42
3464,52
3465,52
3466,49
3467,89
3468,70
3469,95
3470,18
3471,71
3472,70
3473,7
3474,96
3475,79
3476,68
3477,13
3478,91
3479,44
3480,83
3481,36
3482,52
3483,91
3484,31
3485,38
3486,89
3487,74
3488,73
3489,12
3490,74
3491,18
3492,83
3493,26
3494,71
3495,73
3496,31
3497,62
3498,48
3499,64
3500,72
3501,63
3502,42
3503,31
3504,64
3505,8
3506,43
3507,61
3508,31
3509,53
3510,0
3511,24
3512,62
3513,56
3514,63
3515,96
3516,62
3517,4
3518,0
3519,26
3520,41
3521,70
3522,63
3523,56
3524,41
3525,48
3526,43
3527,61
3528,87
3529,62
3530,24
3531,53
3532,4
3533,28
3534,36
3535,87
3536,85
3537,12
3538,56
3539,56
3540,48
3541,68
3542,24
3543,56
3544,28
3545,35
3546,89
3547,42
3548,7
3549,31
3550,34
3551,85
3552,38
3553,15
3554,70
3555,23
3556,52
3557,20
3558,48
3559,62
3560,30
3561,20
3562,41
3563,44
3564,13
3565,44
3566,41
3567,21
3568,20
3569,80
3570,48
3571,68
3572,71
3573,24
3574,96
3575,87
3576,41
3577,28
3578,63
3579,81
3580,68
3581,43
3582,52
3583,12
3584,89
3585,33
3586,8
3587,73
3588,18
3589,36
3590,48
3591,48
3592,53
3593,69
3594,31
3595,23
3596,86
3597,31
3598,29
3599,45
3600,68
3601,62
3602,81
3603,23
3604,73
3605,7
3606,26
3607,18
3608,89
3609,57
3610,88
3611,96
3612,71
3613,64
3614,24
3615,34
3616,98
3617,95
3618,41
3619,20
3620,84
3621,27
3622,63
3623,55
3624,52
3625,54
3626,98
3627,33
3628,97
3629,94
3630,85
3631,55
3632,43
3633,73
3634,54
3635,52
3636,64
3637,52
3638,89
3639,85
3640,68
3641,41
3642,68
3643,48
3644,4
3645,21
3646,57
3647,60
3648,24
3649,95
3650,28
3651,13
3652,78
3653,63
3654,40
3655,13
3656,21
3657,96
3658,56
3659,78
3660,75
3661,95
3662,90
3663,8
3664,91
3665,13
3666,49
3667,55
3668,79
3669,64
3670,61
3671,41
3672,71
3673,74
3674,66
3675,81
3676,24
3677,82
3678,69
3679,61
3680,53
3681,53
3682,89
3683,8
3684,8
3685,24
3686,62
3687,35
3688,81
3689,64
3690,63
3691,70
3692,47
3693,8
3694,54
3695,86
3696,85
3697,89
3698,8
3699,63
3700,53
3701,31
3702,61
3703,94
3704,61
3705,4
3706,68
3707,30
3708,18
3709,42
3710,49
3711,40
3712,0
3713,77
3714,8
3715,48
3716,48
3717,4
3718,79
3719,49
3720,19
3721,68
3722,19
3723,84
3724,15
3725,0
3726,52
3727,85
3728,61
3729,5
3730,94
3731,8
3732,85
3733,44
3734,34
3735,59
3736,34
3737,68
3738,73
3739,4
3740,12
3741,73
3742,4
3743,23
3744,99
3745,7
3746,33
3747,91
3748,24
3749,41
3750,63
3751,57
3752,0
3753,61
3754,63
3755,89
3756,37
3757,53
3758,59
3759,85
3760,78
3761,31
3762,24
3763,41
3764,56
3765,74
3766,13
3767,73
3768,18
3769,52
3770,57
3771,42
3772,66
3773,52
3774,71
3775,92
3776,92
3777,63
3778,79
3779,74
3780,85
3781,70
3782,79
3783,29
3784,78
3785,24
3786,1
3787,94
3788,4
3789,53
3790,24
3791,96
3792,59
3793,25
3794,61
3795,41
3796,30
3797,7
3798,90
3799,89
3800,49
3801,0
3802,50
3803,63
3804,91
3805,63
3806,94
3807,4
3808,52
3809,21
3810,76
3811,53
3812,74
3813,68
3814,66
3815,0
3816,24
3817,48
3818,52
3819,4
3820,54
3821,85
3822,8
3823,43
3824,4
3825,85
3826,33
3827,91
3828,52
3829,31
3830,89
3831,70
3832,53
3833,68
3834,35
3835,40
3836,48
3837,73
3838,12
3839,66
3840,4
3841,43
3842,52
3843,71
3844,48
3845,21
3846,21
3847,62
3848,94
3849,66
3850,28
3851,71
3852,4
3853,53
3854,38
3855,34
3856,87
3857,78
3858,31
3859,18
3860,73
3861,79
3862,97
3863,91
3864,14
3865,47
3866,33
3867,79
3868,92
3869,11
3870,57
3871,52
3872,30
3873,8
3874,16
3875,31
3876,94
3877,79
3878,60
3879,35
3880,31
3881,66
3882,78
3883,8
3884,83
3885,53
3886,4
3887,81
3888,75
3889,18
3890,98
3891,8
3892,28
3893,24
3894,12
3895,4
3896,24
3897,85
3898,18
3899,27
3900,81
3901,23
3902,3
3903,0
3904,42
3905,60
3906,79
3907,88
3908,57
3909,68
3910,25
3911,71
3912,48
3913,85
3914,31
3915,5
3916,52
3917,24
3918,70
3919,64
3920,52
3921,4
3922,43
3923,33
3924,94
3925,57
3926,52
3927,13
3928,73
3929,30
3930,66
3931,60
3932,12
3933,49
3934,3
3935,68
3936,50
3937,56
3938,71
3939,31
3940,86
3941,87
3942,82
3943,26
3944,33
3945,74
3946,57
3947,85
3948,40
3949,76
3950,76
3951,38
3952,35
3953,62
3954,85
3955,85
3956,95
3957,75
3958,83
3959,14
3960,68
3961,26
3962,59
3963,44
3964,71
3965,96
3966,31
3967,40
3968,8
3969,47
3970,13
3971,41
3972,84
3973,67
3974,48
3975,82
3976,34
3977,25
3978,40
3979,95
3980,48
3981,79
3982,33
3983,4
3984,51
3985,57
3986,66
3987,24
3988,85
3989,44
3990,16
3991,59
3992,96
3993,31
3994,63
3995,83
3996,62
3997,26
3998,21
3999,56
4000,68
4001,40
4002,57
4003,8
4004,66
4005,70
4006,0
4007,37
4008,78
4009,54
4010,88
4011,63
4012,50
4013,46
4014,58
4015,64
4016,38
4017,30
4018,91
4019,85
4020,24
4021,83
4022,20
4023,24
4024,20
4025,49
4026,94
4027,89
4028,85
4029,24
4030,8
4031,57
4032,89
4033,94
4034,87
4035,52
4036,38
4037,61
4038,41
4039,38
4040,33
4041,47
4042,68
4043,35
4044,79
4045,69
4046,4
4047,41
4048,67
4049,66
4050,22
4051,33
4052,53
4053,94
4054,79
4055,8
4056,54
4057,43
4058,15
4059,63
4060,90
4061,81
4062,70
4063,64
4064,41
4065,90
4066,57
4067,23
4068,24
4069,24
4070,43
4071,77
4072,43
4073,47
4074,30
4075,88
4076,48
4077,36
4078,33
4079,79
4080,85
4081,28
4082,66
4083,37
4084,44
4085,73
4086,52
4087,31
4088,49
4089,43
4090,37
4091,43
4092,71
4093,69
4094,21
4095,64
4096,21
4097,43
4098,43
4099,53
4100,0
4101,89
4102,24
4103,24
4104,58
4105,30
4106,12
4107,64
4108,74
4109,48
4110,35
4111,63
4112,0
4113,33
4114,85
4115,12
4116,24
4117,31
4118,64
4119,71
4120,13
4121,68
4122,60
4123,24
4124,59
4125,13
4126,78
4127,64
4128,62
4129,84
4130,60
4131,38
4132,62
4133,37
4134,13
4135,21
4136,85
4137,37
4138,79
4139,24
4140,71
4141,79
4142,71
4143,91
4144,0
4145,17
4146,33
4147,48
4148,70
4149,60
4150,79
4151,15
4152,12
4153,66
4154,5
4155,34
4156,79
4157,80
4158,12
4159,53
4160,71
4161,48
4162,85
4163,20
4164,66
4165,67
4166,40
4167,12
4168,89
4169,73
4170,39
4171,94
4172,68
4173,81
4174,62
4175,83
4176,61
4177,26
4178,34
4179,60
4180,56
4181,85
4182,33
4183,66
4184,97
4185,42
4186,20
4187,21
4188,62
4189,68
4190,56
4191,52
4192,60
4193,40
4194,15
4195,23
4196,85
4197,52
4198,88
4199,68
4200,89
4201,85
4202,73
4203,79
4204,86
4205,24
4206,66
4207,71
4208,57
4209,96
4210,12
4211,31
4212,60
4213,21
4214,24
4215,4
4216,54
4217,57
4218,16
4219,4
4220,37
4221,57
4222,38
4223,85
4224,62
4225,85
4226,26
4227,22
4228,49
4229,51
4230,54
4231,85
4232,96
4233,70
4234,27
4235,23
4236,37
4237,7
4238,79
4239,80
4240,24
4241,64
4242,48
4243,86
4244,73
4245,94
4246,80
4247,2
4248,85
4249,15
4250,79
4251,33
4252,94
4253,27
4254,26
4255,79
4256,85
4257,57
4258,24
4259,20
4260,49
4261,85
4262,95
4263,34
4264,78
4265,29
4266,43
4267,51
4268,33
4269,66
4270,8
4271,91
4272,53
4273,74
4274,24
4275,73
4276,31
4277,64
4278,30
4279,78
4280,79
4281,8
4282,73
4283,20
4284,64
4285,80
4286,26
4287,66
4288,89
4289,0
4290,21
4291,68
4292,80
4293,75
4294,66
4295,0
4296,85
4297,94
4298,31
4299,85
4300,56
4301,94
4302,16
4303,38
4304,47
4305,63
4306,57
4307,19
4308,28
4309,56
4310,60
4311,33
4312,39
4313,81
4314,34
4315,53
4316,89
4317,70
4318,40
4319,79
4320,88
4321,87
4322,87
4323,9
4324,94
4325,46
4326,65
4327,90
4328,61
4329,42
4330,59
4331,94
4332,31
4333,43
4334,40
4335,85
4336,70
4337,47
4338,61
4339,13
4340,62
4341,40
4342,75
4343,91
4344,60
4345,61
4346,53
4347,28
4348,24
4349,31
4350,13
4351,30
4352,89
4353,15
4354,60
4355,31
4356,40
4357,94
4358,59
4359,61
4360,57
4361,55
4362,52
4363,31
4364,7
4365,43
4366,81
4367,94
4368,83
4369,8
4370,56
4371,73
4372,53
4373,92
4374,82
4375,67
4376,82
4377,53
4378,80
4379,12
4380,56
4381,85
4382,94
4383,64
4384,87
4385,26
4386,63
4387,48
4388,8
4389,71
4390,84
4391,63
4392,24
4393,11
4394,51
4395,36
4396,70
4397,42
4398,48
4399,34
4400,24
4401,40
4402,43
4403,53
4404,90
4405,21
4406,68
4407,24
4408,23
4409,43
4410,66
4411,43
4412,7
4413,33
4414,73
4415,31
4416,68
4417,43
4418,24
4419,64
4420,50
4421,68
4422,44
4423,48
4424,85
4425,41
4426,66
4427,85
4428,81
4429,80
4430,33
4431,18
4432,83
4433,20
4434,17
4435,89
4436,18
4437,68
4438,33
4439,8
4440,96
4441,42
4442,24
4443,87
4444,20
4445,5
4446,40
4447,13
4448,24
4449,42
4450,94
4451,63
4452,6
4453,57
4454,79
4455,3
4456,58
4457,1
4458,61
4459,70
4460,59
4461,54
4462,14
4463,58
4464,3
4465,52
4466,57
4467,91
4468,48
4469,33
4470,66
4471,31
4472,75
4473,13
4474,33
4475,85
4476,91
4477,75
4478,48
4479,73
4480,0
4481,73
4482,55
4483,85
4484,64
4485,42
4486,33
4487,53
4488,79
4489,68
4490,31
4491,7
4492,71
4493,77
4494,31
4495,83
4496,53
4497,59
4498,8
4499,96
4500,85
4501,33
4502,62
4503,73
4504,75
4505,13
4506,58
4507,68
4508,17
4509,84
4510,81
4511,29
4512,42
4513,29
4514,27
4515,58
4516,64
4517,13
4518,12
4519,57
4520,0
4521,85
4522,73
4523,40
4524,30
4525,54
4526,40
4527,23
4528,61
4529,43
4530,96
4531,89
4532,75
4533,71
4534,53
4535,20
4536,70
4537,64
4538,20
4539,38
4540,49
4541,80
4542,52
4543,62
4544,36
4545,43
4546,31
4547,29
4548,63
4549,43
4550,52
4551,79
4552,53
4553,52
4554,75
4555,8
4556,60
4557,53
4558,7
4559,23
4560,2
4561,8
4562,61
4563,59
4564,24
4565,53
4566,73
4567,70
4568,40
4569,8
4570,44
4571,73
4572,92
4573,67
4574,2
4575,54
4576,33
4577,66
4578,41
4579,98
4580,95
4581,47
4582,52
4583,43
4584,74
4585,31
4586,13
4587,92
4588,70
4589,22
4590,18
4591,24
4592,7
4593,79
4594,89
4595,41
4596,18
4597,49
4598,68
4599,31
4600,70
4601,93
4602,13
4603,4
4604,52
4605,85
4606,34
4607,94
4608,43
4609,88
4610,26
4611,88
4612,63
4613,0
4614,95
4615,60
4616,44
4617,52
4618,64
4619,92
4620,59
4621,63
4622,64
4623,81
4624,53
4625,24
4626,4
4627,3
4628,75
4629,8
4630,98
4631,36
4632,47
4633,40
4634,80
4635,51
4636,84
4637,83
4638,46
4639,56
4640,4
4641,46
4642,76
4643,73
4644,3
4645,67
4646,80
4647,61
4648,24
4649,41
4650,95
4651,68
4652,59
4653,43
4654,91
4655,53
4656,13
4657,52
4658,85
4659,98
4660,12
4661,13
4662,96
4663,59
4664,40
4665,38
4666,16
4667,56
4668,91
4669,96
4670,99
4671,7
4672,78
4673,42
4674,15
4675,24
4676,70
4677,80
4678,52
4679,34
4680,75
4681,48
4682,68
4683,57
4684,62
4685,96
4686,7
4687,23
4688,89
4689,96
4690,35
4691,85
4692,64
4693,13
4694,90
4695,20
4696,33
4697,57
4698,9
4699,61
4700,18
4701,62
4702,40
4703,34
4704,48
4705,0
4706,62
4707,80
4708,94
4709,24
4710,43
4711,80
4712,33
4713,46
4714,79
4715,7
4716,76
4717,80
4718,73
4719,33
4720,66
4721,80
4722,24
4723,94
4724,48
4725,11
4726,33
4727,4
4728,56
4729,52
4730,4
4731,8
4732,14
4733,63
4734,79
4735,54
4736,57
4737,33
4738,91
4739,69
4740,4
4741,41
4742,43
4743,73
4744,71
4745,83
4746,83
4747,33
4748,56
4749,74
4750,2
4751,18
4752,43
4753,62
4754,55
4755,24
4756,85
4757,96
4758,4
4759,67
4760,0
4761,61
4762,34
4763,68
4764,67
4765,8
4766,94
4767,53
4768,33
4769,87
4770,30
4771,48
4772,41
4773,66
4774,49
4775,42
4776,30
4777,71
4778,63
4779,35
4780,85
4781,24
4782,67
4783,87
4784,12
4785,53
4786,66
4787,57
4788,85
4789,11
4790,62
4791,4
4792,53
4793,85
4794,76
4795,48
4796,24
4797,70
4798,66
4799,28
4800,76
4801,52
4802,37
4803,71
4804,24
4805,60
4806,66
4807,68
4808,37
4809,73
4810,20
4811,61
4812,77
4813,26
4814,22
4815,24
4816,71
4817,79
4818,19
4819,15
4820,34
4821,85
4822,21
4823,4
4824,41
4825,44
4826,95
4827,42
4828,79
4829,23
4830,48
4831,62
4832,53
4833,47
4834,69
4835,53
4836,35
4837,86
4838,85
4839,0
4840,24
4841,71
4842,43
4843,13
4844,85
4845,61
4846,54
4847,13
4848,9
4849,37
4850,27
4851,82
4852,13
4853,62
4854,26
4855,70
4856,43
4857,73
4858,94
4859,87
4860,48
4861,44
4862,88
4863,64
4864,85
4865,53
4866,68
4867,96
4868,91
4869,23
4870,58
4871,77
4872,36
4873,31
4874,47
4875,7
4876,53
4877,33
4878,63
4879,90
4880,86
4881,21
4882,88
4883,85
4884,81
4885,61
4886,35
4887,40
4888,56
4889,15
4890,16
4891,68
4892,48
4893,60
4894,29
4895,44
4896,51
4897,71
4898,48
4899,63
4900,88
4901,97
4902,49
4903,63
4904,47
4905,24
4906,19
4907,66
4908,48
4909,95
4910,94
4911,3
4912,53
4913,59
4914,97
4915,85
4916,60
4917,11
4918,24
4919,67
4920,23
4921,85
4922,63
4923,57
4924,85
4925,56
4926,34
4927,52
4928,40
4929,34
4930,49
4931,59
4932,43
4933,88
4934,29
4935,64
4936,44
4937,48
4938,23
4939,61
4940,30
4941,24
4942,78
4943,18
4944,40
4945,79
4946,33
4947,94
4948,57
4949,97
4950,89
4951,24
4952,79
4953,70
4954,46
4955,40
4956,92
4957,59
4958,98
4959,69
4960,66
4961,24
4962,84
4963,0
4964,1
4965,57
4966,24
4967,49
4968,48
4969,4
4970,41
4971,66
4972,16
4973,68
4974,24
4975,47
4976,4
4977,62
4978,0
4979,21
4980,48
4981,24
4982,70
4983,91
4984,38
4985,8
4986,13
4987,18
4988,54
4989,53
4990,54
4991,77
4992,88
4993,21
4994,64
4995,57
4996,98
4997,85
4998,21
4999,48
5000,66
5001,53
5002,98
5003,42
5004,33
5005,83
5006,71
5007,20
5008,85
5009,19
5010,77
5011,89
5012,8
5013,31
5014,68
5015,89
5016,38
5017,35
5018,68
5019,62
5020,60
5021,91
5022,57
5023,23
5024,74
5025,89
5026,35
5027,41
5028,54
5029,63
5030,9
5031,80
5032,87
5033,34
5034,2
5035,89
5036,56
5037,41
5038,89
5039,71
5040,88
5041,17
5042,76
5043,48
5044,88
5045,68
5046,98
5047,43
5048,86
5049,52
5050,21
5051,68
5052,60
5053,60
5054,3
5055,79
5056,29
5057,66
5058,50
5059,38
5060,66
5061,53
5062,72
5063,59
5064,39
5065,62
5066,85
5067,89
5068,40
5069,64
5070,4
5071,79
5072,63
5073,13
5074,22
5075,63
5076,21
5077,33
5078,97
5079,68
5080,50
5081,48
5082,43
5083,6
5084,33
5085,84
5086,85
5087,43
5088,74
5089,96
5090,97
5091,7
5092,64
5093,23
5094,52
5095,79
5096,20
5097,75
5098,68
5099,53
5100,23
5101,61
5102,48
5103,84
5104,95
5105,81
5106,18
5107,24
5108,24
5109,33
5110,4
5111,77
5112,85
5113,64
5114,34
5115,12
5116,61
5117,61
5118,84
5119,49
5120,21
5121,52
5122,59
5123,14
5124,66
5125,41
5126,23
5127,76
5128,66
5129,58
5130,58
5131,50
5132,21
5133,37
5134,33
5135,66
5136,68
5137,56
5138,84
5139,28
5140,49
5141,85
5142,87
5143,21
5144,32
5145,47
5146,64
5147,43
5148,31
5149,37
5150,80
5151,23
5152,15
5153,37
5154,31
5155,24
5156,4
5157,73
5158,47
5159,66
5160,4
5161,54
5162,48
5163,81
5164,85
5165,4
5166,67
5167,55
5168,62
5169,85
5170,57
5171,8
5172,28
5173,67
5174,98
5175,11
5176,85
5177,35
5178,51
5179,85
5180,42
5181,57
5182,48
5183,48
5184,85
5185,33
5186,60
5187,71
5188,97
5189,89
5190,95
5191,24
5192,12
5193,71
5194,71
5195,87
5196,71
5197,98
5198,20
5199,78
5200,33
5201,85
5202,61
5203,40
5204,41
5205,59
5206,34
5207,75
5208,55
5209,14
5210,80
5211,51
5212,68
5213,8
5214,20
5215,63
5216,11
5217,7
5218,82
5219,42
5220,91
5221,30
5222,26
5223,52
5224,37
5225,49
5226,44
5227,71
5228,73
5229,76
5230,62
5231,42
5232,71
5233,4
5234,84
5235,52
5236,11
5237,52
5238,4
5239,91
5240,60
5241,49
5242,38
5243,63
5244,74
5245,5
5246,24
5247,3
5248,76
5249,40
5250,11
5251,24
5252,21
5253,43
5254,63
5255,73
5256,55
5257,66
5258,43
5259,69
5260,53
5261,14
5262,76
5263,52
5264,71
5265,52
5266,47
5267,60
5268,95
5269,40
5270,79
5271,36
5272,68
5273,31
5274,77
5275,71
5276,2
5277,53
5278,13
5279,88
5280,49
5281,33
5282,62
5283,73
5284,96
5285,4
5286,94
5287,59
5288,24
5289,70
5290,80
5291,26
5292,53
5293,35
5294,14
5295,34
5296,1
5297,53
5298,88
5299,34
5300,83
5301,71
5302,35
5303,59
5304,21
5305,30
5306,57
5307,33
5308,0
5309,57
5310,66
5311,13
5312,36
5313,60
5314,31
5315,66
5316,88
5317,85
5318,61
5319,54
5320,75
5321,85
5322,55
5323,60
5324,41
5325,91
5326,53
5327,38
5328,24
5329,79
5330,96
5331,70
5332,53
5333,34
5334,36
5335,52
5336,35
5337,59
5338,28
5339,97
5340,52
5341,70
5342,89
5343,89
5344,59
5345,43
5346,63
5347,23
5348,43
5349,0
5350,58
5351,33
5352,36
5353,24
5354,4
5355,60
5356,33
5357,61
5358,66
5359,85
5360,8
5361,43
5362,85
5363,74
5364,3
5365,71
5366,63
5367,58
5368,99
5369,28
5370,0
5371,18
5372,45
5373,33
5374,68
5375,54
5376,36
5377,20
5378,36
5379,49
5380,56
5381,79
5382,54
5383,77
5384,71
5385,7
5386,48
5387,94
5388,4
5389,14
5390,62
5391,34
5392,49
5393,35
5394,61
5395,22
5396,81
5397,24
5398,56
5399,8
5400,59
5401,8
5402,23
5403,66
5404,62
5405,66
5406,25
5407,4
5408,29
5409,80
5410,52
5411,61
5412,26
5413,16
5414,47
5415,41
5416,41
5417,71
5418,24
5419,89
5420,73
5421,40
5422,44
5423,12
5424,48
5425,64
5426,20
5427,82
5428,36
5429,85
5430,8
5431,16
5432,8
5433,63
5434,59
5435,43
5436,53
5437,58
5438,62
5439,96
5440,7
5441,88
5442,49
5443,73
5444,96
5445,15
5446,87
5447,71
5448,56
5449,64
5450,45
5451,74
5452,34
5453,98
5454,87
5455,96
5456,20
5457,29
5458,80
5459,68
5460,48
5461,48
5462,67
5463,42
5464,87
5465,68
5466,85
5467,66
5468,95
5469,64
5470,52
5471,42
5472,43
5473,24
5474,62
5475,81
5476,62
5477,76
5478,79
5479,67
5480,21
5481,66
5482,28
5483,41
5484,19
5485,62
5486,95
5487,24
5488,30
5489,18
5490,97
5491,73
5492,33
5493,66
5494,48
5495,43
5496,0
5497,18
5498,41
5499,33
5500,71
5501,3
5502,40
5503,31
5504,4
5505,48
5506,82
5507,19
5508,35
5509,40
5510,38
5511,17
5512,35
5513,66
5514,61
5515,56
5516,11
5517,15
5518,7
5519,50
5520,70
5521,45
5522,94
5523,15
5524,36
5525,21
5526,12
5527,28
5528,59
5529,6
5530,7
5531,94
5532,72
5533,75
5534,80
5535,34
5536,15
5537,68
5538,52
5539,79
5540,66
5541,7
5542,12
5543,96
5544,16
5545,35
5546,4
5547,12
5548,21
5549,57
5550,89
5551,23
5552,49
5553,94
5554,30
5555,86
5556,44
5557,52
5558,53
5559,24
5560,73
5561,60
5562,99
5563,52
5564,23
5565,53
5566,84
5567,71
5568,89
5569,89
5570,88
5571,85
5572,48
5573,82
5574,7
5575,3
5576,96
5577,33
5578,58
5579,63
5580,68
5581,49
5582,72
5583,38
5584,61
5585,73
5586,28
5587,0
5588,85
5589,91
5590,73
5591,33
5592,62
5593,41
5594,62
5595,7
5596,85
5597,71
5598,66
5599,36
5600,90
5601,38
5602,46
5603,53
5604,82
5605,97
5606,63
5607,53
5608,69
5609,33
5610,96
5611,76
5612,48
5613,66
5614,48
5615,31
5616,51
5617,85
5618,65
5619,48
5620,59
5621,3
5622,0
5623,53
5624,66
5625,8
5626,43
5627,89
5628,21
5629,89
5630,68
5631,40
5632,11
5633,73
5634,85
5635,78
5636,57
5637,12
5638,59
5639,78
5640,3
5641,23
5642,86
5643,53
5644,38
5645,70
5646,29
5647,85
5648,59
5649,9
5650,8
5651,33
5652,73
5653,31
5654,48
5655,43
5656,73
5657,60
5658,53
5659,94
5660,68
5661,96
5662,82
5663,66
5664,57
5665,43
5666,0
5667,73
5668,70
5669,59
5670,58
5671,66
5672,63
5673,79
5674,79
5675,0
5676,28
5677,24
5678,56
5679,0
5680,83
5681,33
5682,35
5683,8
5684,54
5685,0
5686,9
5687,71
5688,91
5689,34
5690,24
5691,20
5692,53
5693,21
5694,85
5695,49
5696,85
5697,61
5698,42
5699,44
5700,41
5701,23
5702,66
5703,71
5704,0
5705,20
5706,40
5707,20
5708,91
5709,31
5710,8
5711,74
5712,24
5713,91
5714,91
5715,49
5716,57
5717,90
5718,72
5719,0
5720,91
5721,49
5722,56
5723,33
5724,22
5725,53
5726,40
5727,83
5728,8
5729,30
5730,79
5731,0
5732,81
5733,41
5734,20
5735,52
5736,85
5737,31
5738,85
5739,0
5740,17
5741,40
5742,83
5743,68
5744,21
5745,70
5746,79
5747,6
5748,8
5749,13
5750,30
5751,41
5752,63
5753,53
5754,52
5755,69
5756,48
5757,83
5758,91
5759,24
5760,54
5761,51
5762,62
5763,85
5764,48
5765,56
5766,40
5767,4
5768,0
5769,71
5770,62
5771,24
5772,63
5773,73
5774,25
5775,24
5776,61
5777,71
5778,12
5779,79
5780,18
5781,50
5782,48
5783,35
5784,62
5785,33
5786,35
5787,79
5788,31
5789,62
5790,90
5791,73
5792,24
5793,58
5794,7
5795,24
5796,21
